msv,total_sessions,total_clicks_6w,avg_session_duration_minutes,max_session_duration_minutes,active_days_count,avg_daily_clicks,std_daily_clicks,burst_activity_days,slope_clicks_over_time,long_inactivity_gap,late_night_clicks,morning_clicks,night_clicks,noon_clicks,total_clicks,ratio_morning,ratio_noon,ratio_night,ratio_late_night,circadian_entropy,most_active_period,total_active_days_x,late_night_active_days_x,late_night_day_ratio_x,total_active_days_y,late_night_active_days_y,late_night_day_ratio_y,total_attempts,total_unique_quizzes,quiz_retry_ratio,total_available,total_viewed,resource_view_ratio,total_submitted,total_late,avg_hours_before_deadline,late_ratio,weekly_click_std
11246522,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11246524,4.0,13.0,1.08,2.78,2,6.5,0.71,0,-1.4571428571428564,32,4.0,0.0,3.0,6.0,13.0,0.0,0.4615,0.2308,0.3077,1.5263,Noon (11-19),2,1,0.0238,2,1,0.5,0.0,0.0,0.0,34,4.0,0.1176,0.0,0.0,0.0,0.0,3.3714487489307423
11246528,1.0,21.0,3.1,3.1,1,21.0,0.0,0,-1.8000000000000007,29,0.0,0.0,0.0,21.0,21.0,0.0,1.0,0.0,0.0,-0.0,Noon (11-19),1,0,0.0,1,0,0.0,0.0,0.0,0.0,34,3.0,0.0882,0.0,0.0,0.0,0.0,8.573214099741124
11246532,1.0,3.0,0.32,0.32,1,3.0,0.0,0,-0.4285714285714285,37,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,-0.0,Noon (11-19),1,0,0.0,1,0,0.0,0.0,0.0,0.0,34,1.0,0.0294,0.0,0.0,0.0,0.0,1.224744871391589
11246533,1.0,1.0,0.0,0.0,1,1.0,0.0,0,-0.0857142857142857,29,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,Morning (5-11),1,0,0.0,1,0,0.0,0.0,0.0,0.0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.408248290463863
11246541,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11246542,3.0,17.0,10.51,30.63,3,5.67,2.52,0,-1.971428571428571,30,0.0,0.0,0.0,17.0,17.0,0.0,1.0,0.0,0.0,-0.0,Noon (11-19),3,0,0.0,3,0,0.0,0.0,0.0,0.0,34,6.0,0.1765,0.0,0.0,0.0,0.0,4.400757510550504
11246544,1.0,3.0,10.33,10.33,1,3.0,0.0,0,-0.2571428571428571,29,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,-0.0,Morning (5-11),1,0,0.0,1,0,0.0,0.0,0.0,0.0,34,0.0,0.0,0.0,0.0,0.0,0.0,1.224744871391589
11247118,8.0,46.0,11.5,77.88,8,5.75,2.66,0,-0.9142857142857144,7,7.0,0.0,16.0,23.0,46.0,0.0,0.5,0.3478,0.1522,1.4433,Noon (11-19),8,4,0.0952,8,4,0.5,0.0,0.0,0.0,237,14.0,0.0591,1.0,0.0,125.83,0.0,4.676180777800049
11247121,5.0,55.0,23.09,103.78,6,9.17,5.95,0,4.828571428571427,15,50.0,0.0,5.0,0.0,55.0,0.0,0.0,0.0909,0.9091,0.4395,Late Night (23-5),6,5,0.119,6,5,0.8333,0.0,0.0,0.0,185,5.0,0.027,1.0,0.0,22.34,0.0,15.289429899988642
11247122,6.0,53.0,13.46,66.57,5,10.6,8.71,0,4.999999999999999,29,26.0,0.0,12.0,15.0,53.0,0.0,0.283,0.2264,0.4906,1.5046,Late Night (23-5),5,3,0.0714,5,3,0.6,0.0,0.0,0.0,179,6.0,0.0335,1.0,1.0,-0.1,1.0,12.17237309100681
11247123,12.0,91.0,21.87,208.18,11,8.27,7.71,2,2.5428571428571414,11,24.0,0.0,29.0,38.0,91.0,0.0,0.4176,0.3187,0.2637,1.559,Noon (11-19),11,6,0.1429,11,6,0.5455,0.0,0.0,0.0,237,18.0,0.0759,1.0,0.0,127.04,0.0,12.122980931547598
11247125,24.0,159.0,15.02,145.07,18,8.83,8.45,2,-1.2285714285714298,12,29.0,0.0,18.0,112.0,159.0,0.0,0.7044,0.1132,0.1824,1.1597,Noon (11-19),18,6,0.1429,18,6,0.3333,0.0,0.0,0.0,183,28.0,0.153,2.0,2.0,-788.68,1.0,26.75630766753888
11247126,19.0,132.0,25.61,169.17,12,11.0,13.27,3,4.228571428571425,10,33.0,25.0,27.0,47.0,132.0,0.1894,0.3561,0.2045,0.25,1.9534,Noon (11-19),12,4,0.0952,12,4,0.3333,0.0,0.0,0.0,179,11.0,0.0615,4.0,3.0,-1153.0775,0.75,27.97856322258168
11247130,15.0,97.0,6.59,42.32,9,10.78,9.61,1,5.57142857142857,19,25.0,9.0,20.0,43.0,97.0,0.0928,0.4433,0.2062,0.2577,1.8124,Noon (11-19),9,3,0.0714,9,3,0.3333,0.0,0.0,0.0,183,13.0,0.071,1.0,0.0,8.72,0.0,22.09449403509088
11247131,9.0,69.0,3.43,19.88,7,9.86,10.54,2,0.6,18,3.0,22.0,6.0,38.0,69.0,0.3188,0.5507,0.087,0.0435,1.503,Noon (11-19),7,2,0.0476,7,2,0.2857,0.0,0.0,0.0,235,22.0,0.0936,1.0,0.0,16.82,0.0,15.372052563011875
11247134,11.0,73.0,7.69,43.08,8,9.12,11.47,1,5.171428571428569,13,11.0,9.0,13.0,40.0,73.0,0.1233,0.5479,0.1781,0.1507,1.7027,Noon (11-19),8,1,0.0238,8,1,0.125,0.0,0.0,0.0,235,7.0,0.0298,1.0,0.0,11.16,0.0,15.561705133649932
11247136,3.0,51.0,14.64,21.75,2,25.5,27.58,0,5.571428571428569,39,0.0,0.0,0.0,51.0,51.0,0.0,1.0,0.0,0.0,-0.0,Noon (11-19),2,0,0.0,2,0,0.0,0.0,0.0,0.0,181,4.0,0.0221,1.0,0.0,6.88,0.0,18.041618552668712
11247137,14.0,75.0,22.26,139.53,12,6.25,3.86,1,4.485714285714285,13,23.0,11.0,0.0,41.0,75.0,0.1467,0.5467,0.0,0.3067,1.4054,Noon (11-19),12,4,0.0952,12,4,0.3333,0.0,0.0,0.0,183,15.0,0.082,1.0,0.0,126.97,0.0,11.184811129384348
11247140,36.0,323.0,31.93,178.35,27,11.96,15.96,2,-2.1428571428571423,3,76.0,4.0,89.0,154.0,323.0,0.0124,0.4768,0.2755,0.2353,1.5916,Noon (11-19),27,10,0.2381,27,10,0.3704,0.0,0.0,0.0,237,25.0,0.1055,5.0,5.0,-1445.44,1.0,43.49444408963824
11247141,16.0,91.0,16.26,87.9,13,7.0,4.88,2,1.1714285714285713,8,3.0,1.0,7.0,80.0,91.0,0.011,0.8791,0.0769,0.033,0.682,Noon (11-19),13,2,0.0476,13,2,0.1538,0.0,0.0,0.0,183,8.0,0.0437,1.0,0.0,5.95,0.0,7.730890418746515
11247142,18.0,75.0,14.84,96.6,11,6.82,8.29,1,5.228571428571427,12,13.0,0.0,44.0,18.0,75.0,0.0,0.24,0.5867,0.1733,1.3837,Night (19-23),11,5,0.119,11,5,0.4545,0.0,0.0,0.0,235,15.0,0.0638,1.0,0.0,3.38,0.0,11.861703081766969
11247144,6.0,103.0,9.29,27.75,5,20.6,21.15,1,4.199999999999998,16,44.0,50.0,0.0,9.0,103.0,0.4854,0.0874,0.0,0.4272,1.3377,Morning (5-11),5,3,0.0714,5,3,0.6,0.0,0.0,0.0,181,17.0,0.0939,1.0,0.0,0.31,0.0,20.827065723876387
11247145,3.0,24.0,13.44,39.83,2,12.0,12.73,0,2.5714285714285707,39,3.0,0.0,0.0,21.0,24.0,0.0,0.875,0.0,0.125,0.5436,Noon (11-19),2,1,0.0238,2,1,0.5,0.0,0.0,0.0,181,3.0,0.0166,1.0,0.0,6.91,0.0,8.41427358718505
11247146,9.0,79.0,18.44,108.68,7,11.29,11.1,1,1.342857142857142,21,36.0,7.0,0.0,36.0,79.0,0.0886,0.4557,0.0,0.4557,1.3432,Noon (11-19),7,3,0.0714,7,3,0.4286,0.0,0.0,0.0,194,14.0,0.0722,1.0,0.0,0.38,0.0,14.062953696384932
11247147,12.0,46.0,2.3,21.38,11,4.18,3.28,2,-3.2571428571428567,11,5.0,15.0,4.0,22.0,46.0,0.3261,0.4783,0.087,0.1087,1.6906,Noon (11-19),11,2,0.0476,11,2,0.1818,0.0,0.0,0.0,194,12.0,0.0619,0.0,0.0,0.0,0.0,6.801960501698511
11247148,5.0,30.0,5.93,29.5,5,6.0,7.28,1,2.628571428571428,16,22.0,0.0,3.0,5.0,30.0,0.0,0.1667,0.1,0.7333,1.0912,Late Night (23-5),5,3,0.0714,5,3,0.6,0.0,0.0,0.0,235,4.0,0.017,1.0,0.0,20.81,0.0,7.127411872482185
11247149,24.0,193.0,15.47,136.07,17,11.35,18.25,1,-1.2285714285714318,7,12.0,46.0,6.0,129.0,193.0,0.2383,0.6684,0.0311,0.0622,1.2865,Noon (11-19),17,3,0.0714,17,3,0.1765,0.0,0.0,0.0,183,17.0,0.0929,1.0,0.0,13.04,0.0,37.05896202899734
11247150,17.0,105.0,11.02,100.4,15,7.0,8.43,1,-0.3142857142857154,5,19.0,39.0,10.0,37.0,105.0,0.3714,0.3524,0.0952,0.181,1.8303,Morning (5-11),15,1,0.0238,15,1,0.0667,0.0,0.0,0.0,183,10.0,0.0546,0.0,0.0,0.0,0.0,14.363147287415806
11247151,21.0,133.0,21.49,164.6,16,8.31,12.95,1,8.199999999999998,5,24.0,15.0,48.0,46.0,133.0,0.1128,0.3459,0.3609,0.1805,1.8613,Night (19-23),16,8,0.1905,16,8,0.5,0.0,0.0,0.0,235,17.0,0.0723,1.0,0.0,3.7,0.0,21.283013571077444
11247153,5.0,109.0,64.71,169.37,4,27.25,20.73,1,-0.8285714285714315,22,16.0,0.0,36.0,57.0,109.0,0.0,0.5229,0.3303,0.1468,1.4233,Noon (11-19),4,3,0.0714,4,3,0.75,0.0,0.0,0.0,183,7.0,0.0383,5.0,4.0,-1084.806,0.8,22.973172760127557
11247155,25.0,142.0,14.65,124.18,18,7.89,8.51,2,4.628571428571427,6,63.0,0.0,23.0,56.0,142.0,0.0,0.3944,0.162,0.4437,1.475,Late Night (23-5),18,9,0.2143,18,9,0.5,0.0,0.0,0.0,248,20.0,0.0806,1.0,0.0,21.57,0.0,17.258814173246858
11247156,62.0,411.0,27.55,290.83,30,13.7,18.23,4,3.799999999999994,4,23.0,136.0,118.0,134.0,411.0,0.3309,0.326,0.2871,0.056,1.8049,Morning (5-11),30,5,0.119,30,5,0.1667,0.0,0.0,0.0,237,35.0,0.1477,1.0,0.0,13.95,0.0,41.57763822056275
11247157,15.0,70.0,11.99,102.65,11,6.36,4.63,1,-1.8857142857142868,13,12.0,16.0,1.0,41.0,70.0,0.2286,0.5857,0.0143,0.1714,1.4625,Noon (11-19),11,1,0.0238,11,1,0.0909,0.0,0.0,0.0,237,18.0,0.0759,1.0,0.0,24.58,0.0,8.453795991545258
11247158,8.0,68.0,37.63,189.3,7,9.71,10.5,1,4.57142857142857,16,10.0,14.0,8.0,36.0,68.0,0.2059,0.5294,0.1176,0.1471,1.7251,Noon (11-19),7,3,0.0714,7,3,0.4286,0.0,0.0,0.0,181,10.0,0.0552,1.0,0.0,6.0,0.0,12.160043859570024
11247159,10.0,87.0,11.95,43.12,7,12.43,12.31,1,7.97142857142857,16,13.0,59.0,6.0,9.0,87.0,0.6782,0.1034,0.069,0.1494,1.3944,Morning (5-11),7,3,0.0714,7,3,0.4286,0.0,0.0,0.0,183,7.0,0.0383,1.0,1.0,-6.56,1.0,23.98958107179031
11247160,16.0,119.0,12.99,116.87,12,9.92,13.32,2,7.74285714285714,11,13.0,10.0,2.0,94.0,119.0,0.084,0.7899,0.0168,0.1092,1.0169,Noon (11-19),12,4,0.0952,12,4,0.3333,0.0,0.0,0.0,235,19.0,0.0809,1.0,0.0,6.95,0.0,22.175812649521248
11247162,14.0,120.0,24.8,119.67,12,10.0,6.9,1,0.3999999999999993,7,17.0,10.0,36.0,57.0,120.0,0.0833,0.475,0.3,0.1417,1.7294,Noon (11-19),12,4,0.0952,12,4,0.3333,0.0,0.0,0.0,183,17.0,0.0929,0.0,0.0,0.0,0.0,10.639548862616309
11247164,14.0,85.0,5.24,21.73,11,7.73,8.34,1,1.685714285714285,9,10.0,0.0,39.0,36.0,85.0,0.0,0.4235,0.4588,0.1176,1.4038,Night (19-23),11,3,0.0714,11,3,0.2727,0.0,0.0,0.0,183,20.0,0.1093,1.0,0.0,2.0,0.0,9.988326519826366
11247167,9.0,47.0,0.87,2.5,8,5.88,4.49,1,1.4571428571428564,15,4.0,6.0,29.0,8.0,47.0,0.1277,0.1702,0.617,0.0851,1.5463,Night (19-23),8,1,0.0238,8,1,0.125,0.0,0.0,0.0,185,9.0,0.0486,1.0,0.0,2.88,0.0,6.76510655249913
11247168,16.0,72.0,16.14,73.63,12,6.0,8.61,2,3.199999999999997,15,5.0,0.0,51.0,16.0,72.0,0.0,0.2222,0.7083,0.0694,1.1017,Night (19-23),12,5,0.119,12,5,0.4167,0.0,0.0,0.0,237,19.0,0.0802,1.0,0.0,3.57,0.0,12.181953866272847
11247170,18.0,104.0,9.59,69.53,9,11.56,9.82,1,3.5428571428571423,13,6.0,26.0,5.0,67.0,104.0,0.25,0.6442,0.0481,0.0577,1.3567,Noon (11-19),9,3,0.0714,9,3,0.3333,0.0,0.0,0.0,183,21.0,0.1148,0.0,0.0,0.0,0.0,15.108496505829647
11247172,14.0,139.0,23.26,117.35,12,11.58,14.96,2,-2.257142857142856,9,36.0,1.0,56.0,46.0,139.0,0.0072,0.3309,0.4029,0.259,1.6124,Night (19-23),12,7,0.1667,12,7,0.5833,0.0,0.0,0.0,237,33.0,0.1392,1.0,1.0,-2123.76,1.0,37.3117497132829
11247173,18.0,54.0,3.05,23.2,11,4.91,3.96,2,1.3714285714285708,10,6.0,10.0,21.0,17.0,54.0,0.1852,0.3148,0.3889,0.1111,1.8576,Night (19-23),11,4,0.0952,11,4,0.3636,0.0,0.0,0.0,235,16.0,0.0681,1.0,0.0,4.7,0.0,6.324555320336759
11247175,9.0,39.0,4.6,35.92,7,5.57,4.93,1,0.4285714285714282,20,4.0,18.0,10.0,7.0,39.0,0.4615,0.1795,0.2564,0.1026,1.8001,Morning (5-11),7,2,0.0476,7,2,0.2857,0.0,0.0,0.0,194,8.0,0.0412,1.0,0.0,13.32,0.0,6.774953874381729
11247176,1.0,23.0,22.8,22.8,1,23.0,0.0,0,3.2857142857142847,40,23.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1.0,-0.0,Late Night (23-5),1,1,0.0238,1,1,1.0,0.0,0.0,0.0,181,1.0,0.0055,1.0,0.0,0.51,0.0,9.38971068066885
11247178,6.0,31.0,7.29,38.08,6,5.17,3.54,0,1.0571428571428567,17,0.0,0.0,23.0,8.0,31.0,0.0,0.2581,0.7419,0.0,0.8239,Night (19-23),6,1,0.0238,6,1,0.1667,0.0,0.0,0.0,181,5.0,0.0276,1.0,0.0,4.69,0.0,6.997618642557386
11247179,8.0,67.0,47.43,200.15,6,11.17,5.08,0,0.7142857142857137,15,14.0,0.0,15.0,38.0,67.0,0.0,0.5672,0.2239,0.209,1.4194,Noon (11-19),6,2,0.0476,6,2,0.3333,0.0,0.0,0.0,183,13.0,0.071,1.0,0.0,21.63,0.0,10.206207261596576
11247180,6.0,39.0,39.96,230.87,5,7.8,9.98,1,3.857142857142856,24,4.0,0.0,29.0,6.0,39.0,0.0,0.1538,0.7436,0.1026,1.0702,Night (19-23),5,3,0.0714,5,3,0.6,0.0,0.0,0.0,183,5.0,0.0273,1.0,0.0,1.51,0.0,9.544631999192006
11247181,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,181,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11247184,15.0,118.0,31.52,106.62,10,11.8,12.35,1,3.7714285714285696,14,32.0,1.0,44.0,41.0,118.0,0.0085,0.3475,0.3729,0.2712,1.6296,Night (19-23),10,6,0.1429,10,6,0.6,0.0,0.0,0.0,194,21.0,0.1082,0.0,0.0,0.0,0.0,15.17454008089427
11247186,22.0,207.0,13.48,199.07,16,12.94,12.97,3,2.8285714285714283,7,41.0,23.0,24.0,119.0,207.0,0.1111,0.5749,0.1159,0.1981,1.6344,Noon (11-19),16,9,0.2143,16,9,0.5625,0.0,0.0,0.0,237,35.0,0.1477,2.0,1.0,-185.015,0.5,27.384302072537835
11247188,23.0,131.0,9.89,56.57,15,8.73,10.86,1,4.485714285714285,8,19.0,18.0,28.0,66.0,131.0,0.1374,0.5038,0.2137,0.145,1.7715,Noon (11-19),15,6,0.1429,15,6,0.4,0.0,0.0,0.0,183,22.0,0.1202,1.0,0.0,6.73,0.0,14.716204220744787
11247191,5.0,72.0,3.57,16.07,4,18.0,24.14,1,6.799999999999997,16,4.0,15.0,50.0,3.0,72.0,0.2083,0.0417,0.6944,0.0556,1.2597,Night (19-23),4,2,0.0476,4,2,0.5,0.0,0.0,0.0,181,8.0,0.0442,1.0,0.0,2.7,0.0,20.8806130178211
11247192,9.0,139.0,19.59,121.52,8,17.38,21.76,1,-1.5714285714285727,16,79.0,0.0,3.0,57.0,139.0,0.0,0.4101,0.0216,0.5683,1.1102,Late Night (23-5),8,3,0.0714,8,3,0.375,0.0,0.0,0.0,194,17.0,0.0876,4.0,4.0,-1830.2975,1.0,42.40951151176664
11247193,11.0,68.0,27.84,161.22,9,7.56,6.23,2,0.3999999999999999,7,8.0,0.0,11.0,49.0,68.0,0.0,0.7206,0.1618,0.1176,1.129,Noon (11-19),9,4,0.0952,9,4,0.4444,0.0,0.0,0.0,235,15.0,0.0638,1.0,0.0,8.13,0.0,6.377042156569663
11247194,24.0,119.0,23.74,156.85,16,7.44,6.43,2,-2.5428571428571423,5,34.0,15.0,16.0,54.0,119.0,0.1261,0.4538,0.1345,0.2857,1.7996,Noon (11-19),16,8,0.1905,16,8,0.5,0.0,0.0,0.0,248,24.0,0.0968,1.0,0.0,0.7,0.0,8.010409893798611
11247195,7.0,75.0,28.54,168.07,6,12.5,12.18,1,6.542857142857142,26,3.0,12.0,10.0,50.0,75.0,0.16,0.6667,0.1333,0.04,1.3863,Noon (11-19),6,1,0.0238,6,1,0.1667,0.0,0.0,0.0,183,13.0,0.071,1.0,0.0,4.3,0.0,15.5145093380358
11247196,8.0,45.0,15.39,96.98,5,9.0,7.87,1,3.7999999999999994,23,0.0,7.0,0.0,38.0,45.0,0.1556,0.8444,0.0,0.0,0.6237,Noon (11-19),5,0,0.0,5,0,0.0,0.0,0.0,0.0,236,18.0,0.0763,0.0,0.0,0.0,0.0,10.87658034494298
11247197,10.0,47.0,5.52,35.67,8,5.88,4.73,1,3.628571428571428,18,8.0,0.0,12.0,27.0,47.0,0.0,0.5745,0.2553,0.1702,1.3971,Noon (11-19),8,4,0.0952,8,4,0.5,0.0,0.0,0.0,235,7.0,0.0298,1.0,0.0,5.31,0.0,7.082843120291926
11247198,16.0,177.0,26.74,189.18,12,14.75,19.16,2,-4.2,9,55.0,0.0,38.0,84.0,177.0,0.0,0.4746,0.2147,0.3107,1.5108,Noon (11-19),12,8,0.1905,12,8,0.6667,0.0,0.0,0.0,185,20.0,0.1081,2.0,1.0,0.6850000000000005,0.5,22.465529150233696
11247200,14.0,232.0,27.07,142.98,11,21.09,25.96,2,-1.8857142857142863,17,19.0,19.0,10.0,184.0,232.0,0.0819,0.7931,0.0431,0.0819,1.0521,Noon (11-19),11,4,0.0952,11,4,0.3636,0.0,0.0,0.0,250,35.0,0.14,3.0,3.0,-1987.9833333333331,1.0,61.779176642835466
11247201,15.0,172.0,35.5,196.5,15,11.47,11.09,3,-3.542857142857143,5,64.0,22.0,58.0,28.0,172.0,0.1279,0.1628,0.3372,0.3721,1.8654,Late Night (23-5),15,8,0.1905,15,8,0.5333,0.0,0.0,0.0,181,13.0,0.0718,4.0,3.0,-653.4625,0.75,26.84523545560118
11247205,8.0,66.0,3.64,23.17,6,11.0,9.25,1,1.5428571428571416,20,20.0,6.0,6.0,34.0,66.0,0.0909,0.5152,0.0909,0.303,1.6438,Noon (11-19),6,3,0.0714,6,3,0.5,0.0,0.0,0.0,183,11.0,0.0601,1.0,0.0,0.72,0.0,12.066482503198683
11247208,14.0,129.0,14.29,81.95,10,12.9,19.09,2,6.257142857142856,12,46.0,54.0,1.0,28.0,129.0,0.4186,0.2171,0.0078,0.3566,1.5894,Morning (5-11),10,5,0.119,10,5,0.5,0.0,0.0,0.0,181,12.0,0.0663,1.0,0.0,24.35,0.0,25.025986494042545
11247210,7.0,19.0,8.96,61.92,6,3.17,1.47,0,-0.8857142857142856,30,2.0,5.0,1.0,11.0,19.0,0.2632,0.5789,0.0526,0.1053,1.5288,Noon (11-19),6,1,0.0238,6,1,0.1667,0.0,0.0,0.0,183,7.0,0.0383,0.0,0.0,0.0,0.0,3.5449494589721118
11247211,4.0,79.0,32.77,72.65,3,26.33,20.11,0,4.657142857142856,22,16.0,19.0,27.0,17.0,79.0,0.2405,0.2152,0.3418,0.2025,1.9673,Night (19-23),3,1,0.0238,3,1,0.3333,0.0,0.0,0.0,235,9.0,0.0383,2.0,1.0,-892.6600000000001,0.5,19.229317893952107
11247212,6.0,55.0,33.26,114.1,5,11.0,7.14,1,1.1142857142857137,12,25.0,4.0,26.0,0.0,55.0,0.0727,0.0,0.4727,0.4545,1.303,Night (19-23),5,3,0.0714,5,3,0.6,0.0,0.0,0.0,237,27.0,0.1139,0.0,0.0,0.0,0.0,7.808115436305144
11247213,17.0,129.0,24.19,209.85,10,12.9,21.17,1,10.657142857142857,16,19.0,0.0,75.0,35.0,129.0,0.0,0.2713,0.5814,0.1473,1.3725,Night (19-23),10,2,0.0476,10,2,0.2,0.0,0.0,0.0,252,16.0,0.0635,1.0,0.0,0.13,0.0,28.388377903642187
11247215,6.0,57.0,11.72,64.42,5,11.4,13.28,1,4.657142857142856,20,35.0,12.0,5.0,5.0,57.0,0.2105,0.0877,0.0877,0.614,1.5212,Late Night (23-5),5,1,0.0238,5,1,0.2,0.0,0.0,0.0,183,3.0,0.0164,1.0,0.0,0.68,0.0,15.668439615992398
11247216,22.0,163.0,40.18,343.73,15,10.87,11.29,3,-2.3714285714285688,10,14.0,22.0,61.0,66.0,163.0,0.135,0.4049,0.3742,0.0859,1.753,Noon (11-19),15,5,0.119,15,5,0.3333,0.0,0.0,0.0,183,19.0,0.1038,0.0,0.0,0.0,0.0,20.79823710478046
11247218,17.0,103.0,15.34,145.57,12,8.58,6.78,2,3.057142857142855,8,34.0,10.0,46.0,13.0,103.0,0.0971,0.1262,0.4466,0.3301,1.7508,Night (19-23),12,7,0.1667,12,7,0.5833,0.0,0.0,0.0,194,10.0,0.0515,2.0,1.0,-1090.095,0.5,12.02358792817962
11247220,17.0,127.0,9.92,78.37,12,10.58,10.56,2,-2.200000000000001,11,32.0,17.0,52.0,26.0,127.0,0.1339,0.2047,0.4094,0.252,1.8854,Night (19-23),12,6,0.1429,12,6,0.5,0.0,0.0,0.0,248,30.0,0.121,1.0,0.0,1.38,0.0,17.82601095777366
11247221,16.0,59.0,8.3,67.45,12,4.92,4.29,1,1.5714285714285705,8,23.0,5.0,15.0,16.0,59.0,0.0847,0.2712,0.2542,0.3898,1.8443,Late Night (23-5),12,6,0.1429,12,6,0.5,0.0,0.0,0.0,235,14.0,0.0596,1.0,0.0,2.27,0.0,7.332575718440736
11247222,5.0,12.0,0.35,1.48,5,2.4,1.14,0,-0.5142857142857141,21,3.0,4.0,0.0,5.0,12.0,0.3333,0.4167,0.0,0.25,1.5546,Noon (11-19),5,1,0.0238,5,1,0.2,0.0,0.0,0.0,183,2.0,0.0109,0.0,0.0,0.0,0.0,1.8973665961010275
11247223,12.0,116.0,20.98,177.3,10,11.6,10.45,2,-3.5999999999999983,10,12.0,27.0,13.0,64.0,116.0,0.2328,0.5517,0.1121,0.1034,1.6553,Noon (11-19),10,4,0.0952,10,4,0.4,0.0,0.0,0.0,235,26.0,0.1106,1.0,0.0,4.16,0.0,10.764137989949155
11247224,10.0,63.0,5.97,37.48,7,9.0,15.51,1,5.628571428571427,12,8.0,0.0,34.0,21.0,63.0,0.0,0.3333,0.5397,0.127,1.3866,Night (19-23),7,4,0.0952,7,4,0.5714,0.0,0.0,0.0,235,7.0,0.0298,1.0,0.0,2.58,0.0,16.69431040804022
11247226,7.0,83.0,10.4,65.18,6,13.83,11.62,1,2.0857142857142845,16,5.0,34.0,21.0,23.0,83.0,0.4096,0.2771,0.253,0.0602,1.7862,Morning (5-11),6,2,0.0476,6,2,0.3333,0.0,0.0,0.0,181,9.0,0.0497,3.0,2.0,-1109.7,0.6667,19.84355478906606
11247227,3.0,19.0,2.06,3.07,2,9.5,9.19,0,1.8571428571428563,39,0.0,6.0,10.0,3.0,19.0,0.3158,0.1579,0.5263,0.0,1.433,Night (19-23),2,0,0.0,2,0,0.0,0.0,0.0,0.0,181,3.0,0.0166,1.0,0.0,3.27,0.0,6.400520812142295
11247229,5.0,31.0,16.29,65.07,5,6.2,4.32,1,3.0,22,20.0,0.0,8.0,3.0,31.0,0.0,0.0968,0.2581,0.6452,1.2383,Late Night (23-5),5,3,0.0714,5,3,0.6,0.0,0.0,0.0,181,3.0,0.0166,1.0,1.0,-0.05,1.0,7.600438583836242
11247230,10.0,81.0,13.72,103.42,9,9.0,11.19,1,7.742857142857141,13,61.0,5.0,6.0,9.0,81.0,0.0617,0.1111,0.0741,0.7531,1.1864,Late Night (23-5),9,4,0.0952,9,4,0.4444,0.0,0.0,0.0,181,8.0,0.0442,1.0,0.0,0.0,0.0,21.333072915077192
11247231,6.0,48.0,25.91,98.1,4,12.0,11.58,1,2.628571428571428,21,14.0,4.0,7.0,23.0,48.0,0.0833,0.4792,0.1458,0.2917,1.7308,Noon (11-19),4,1,0.0238,4,1,0.25,0.0,0.0,0.0,181,9.0,0.0497,1.0,0.0,0.31,0.0,11.117553687749837
11247233,21.0,118.0,5.9,79.08,16,7.38,6.64,3,4.228571428571428,5,32.0,5.0,32.0,49.0,118.0,0.0424,0.4153,0.2712,0.2712,1.7409,Noon (11-19),16,9,0.2143,16,9,0.5625,0.0,0.0,0.0,248,15.0,0.0605,0.0,0.0,0.0,0.0,9.136009340333812
11247236,20.0,99.0,13.02,105.33,15,6.6,5.83,2,5.628571428571426,7,18.0,1.0,23.0,57.0,99.0,0.0101,0.5758,0.2323,0.1818,1.4619,Noon (11-19),15,6,0.1429,15,6,0.4,0.0,0.0,0.0,235,12.0,0.0511,1.0,0.0,1.79,0.0,14.152738250953416
11247239,12.0,65.0,2.05,15.6,9,7.22,6.08,2,1.0571428571428556,16,14.0,4.0,22.0,25.0,65.0,0.0615,0.3846,0.3385,0.2154,1.7837,Noon (11-19),9,1,0.0238,9,1,0.1111,0.0,0.0,0.0,235,12.0,0.0511,1.0,0.0,4.69,0.0,10.778064142816495
11247242,7.0,43.0,15.58,93.92,5,8.6,5.22,0,1.1714285714285706,21,16.0,0.0,6.0,21.0,43.0,0.0,0.4884,0.1395,0.3721,1.4321,Noon (11-19),5,2,0.0476,5,2,0.4,0.0,0.0,0.0,183,9.0,0.0492,1.0,0.0,0.56,0.0,8.588752334691383
